,from,to,date,subject,from name,to names,num_to
638,Lars.Azada@gastech.com.kronos,"Adra.Nubarron@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Vira.Frente@gastech.com.kronos",2014-01-13 17:06:00,RE: Wellhead flow rate data,Lars Azada,"['Adra Nubarron', 'Isande Borrasca', 'Felix Balas', 'Lars Azada', 'Marin Onda', 'Elsa Orilla', 'Kare Orilla', 'Birgitta Frente', 'Brand Tempestad', 'Vira Frente']",10
639,Carla.Forluniau@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",2014-01-13 17:08:00,RE: When you have a minute,Carla Forluniau,"['Mat Bramar', 'Anda Ribera', 'Rachel Pantanal', 'Linda Lagos', 'Ruscella Mies Haber', 'Carla Forluniau', 'Cornelia Lais']",7
640,Carla.Forluniau@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",2014-01-13 17:11:00,RE: Too funy - you have to see this...,Carla Forluniau,"['Mat Bramar', 'Anda Ribera', 'Rachel Pantanal', 'Linda Lagos', 'Ruscella Mies Haber', 'Carla Forluniau', 'Cornelia Lais']",7
641,Anda.Ribera@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",2014-01-13 17:16:00,RE: Anyone have time to help on a project?,Anda Ribera,"['Mat Bramar', 'Anda Ribera', 'Rachel Pantanal', 'Linda Lagos', 'Ruscella Mies Haber', 'Carla Forluniau', 'Cornelia Lais']",7
642,Adra.Nubarron@gastech.com.kronos,"Axel.Calzas@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos",2014-01-13 17:24:00,RE: 2497-00 Perforation,Adra Nubarron,"['Axel Calzas', 'Vira Frente', 'Birgitta Frente', 'Isande Borrasca', 'Brand Tempestad', 'Felix Balas', 'Gustav Cazar', 'Marin Onda', 'Kare Orilla', 'Adra Nubarron', 'Lidelse Dedos', 'Elsa Orilla']",12
643,Sten.Sanjorge Jr.@gastech.com.tethys,"Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.tethys",2014-01-13 17:32:00,RE: Recommend a good vacation spot?,,"['Orhan Strum', 'Willem Vasco-Pais', 'Ada Campo-Corrente', 'Sten.Sanjorge Jr.@gastech.com.tethys']",4
644,Lars.Azada@gastech.com.kronos,"Adra.Nubarron@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Vira.Frente@gastech.com.kronos",2014-01-13 17:53:00,RE: Wellhead flow rate data,Lars Azada,"['Adra Nubarron', 'Isande Borrasca', 'Felix Balas', 'Lars Azada', 'Marin Onda', 'Elsa Orilla', 'Kare Orilla', 'Birgitta Frente', 'Brand Tempestad', 'Vira Frente']",10
645,Mat.Bramar@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",2014-01-13 17:54:00,RE: When you have a minute,Mat Bramar,"['Mat Bramar', 'Anda Ribera', 'Rachel Pantanal', 'Linda Lagos', 'Ruscella Mies Haber', 'Carla Forluniau', 'Cornelia Lais']",7
646,Axel.Calzas@gastech.com.kronos,"Vira.Frente@gastech.com.kronos, Axel.Calzas@gastech.com.kronos",2014-01-13 17:55:00,RE: 2497-00 Initial flow rates,Axel Calzas,"['Vira Frente', 'Axel Calzas']",2
647,Adan.Morlun@gastech.com.kronos,"Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos",2014-01-13 18:00:00,"RE: Guys night out - sorry, ladies",Adan Morlun,"['Valeria Morlun', 'Adan Morlun', 'Emile Arpa', 'Claudio Hawelon']",4
648,Valeria.Morlun@gastech.com.kronos,"Adan.Morlun@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos",2014-01-13 18:04:00,RE: Safety First!,Valeria Morlun,"['Adan Morlun', 'Claudio Hawelon']",2
649,Carla.Forluniau@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",2014-01-13 18:12:00,RE: When you have a minute,Carla Forluniau,"['Mat Bramar', 'Anda Ribera', 'Rachel Pantanal', 'Linda Lagos', 'Ruscella Mies Haber', 'Carla Forluniau', 'Cornelia Lais']",7
650,Mat.Bramar@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",2014-01-13 18:12:00,RE: Too funy - you have to see this...,Mat Bramar,"['Mat Bramar', 'Anda Ribera', 'Rachel Pantanal', 'Linda Lagos', 'Ruscella Mies Haber', 'Carla Forluniau', 'Cornelia Lais']",7
651,Felix.Balas@gastech.com.kronos,"Adra.Nubarron@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Vira.Frente@gastech.com.kronos",2014-01-13 18:16:00,RE: Wellhead flow rate data,Felix Balas,"['Adra Nubarron', 'Isande Borrasca', 'Felix Balas', 'Lars Azada', 'Marin Onda', 'Elsa Orilla', 'Kare Orilla', 'Birgitta Frente', 'Brand Tempestad', 'Vira Frente']",10
652,Valeria.Morlun@gastech.com.kronos,"Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos",2014-01-13 18:24:00,"RE: Guys night out - sorry, ladies",Valeria Morlun,"['Valeria Morlun', 'Adan Morlun', 'Emile Arpa', 'Claudio Hawelon']",4
653,Valeria.Morlun@gastech.com.kronos,"Henk.Mies@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Irene.Nant@gastech.com.kronos",2014-01-13 18:35:00,RE: Funny!!,Valeria Morlun,"['Henk Mies', 'Benito Hawelon', 'Cecilia Morluniau', 'Claudio Hawelon', 'Valeria Morlun', 'Albina Hafon', 'Irene Nant']",7
654,Dylan.Scozzese@gastech.com.kronos,"Albina.Hafon@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Irene.Nant@gastech.com.kronos",2014-01-13 18:50:00,"RE: Guys night out - sorry, ladies",Dylan Scozzese,"['Albina Hafon', 'Dylan Scozzese', 'Henk Mies', 'Claudio Hawelon', 'Cecilia Morluniau', 'Valeria Morlun', 'Irene Nant']",7
655,Henk.Mies@gastech.com.kronos,"Dante.Coginian@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Irene.Nant@gastech.com.kronos",2014-01-13 18:58:00,RE: Safety First!,Henk Mies,"['Dante Coginian', 'Emile Arpa', 'Varro Awelon', 'Cecilia Morluniau', 'Dylan Scozzese', 'Henk Mies', 'Claudio Hawelon', 'Irene Nant']",8
656,Vira.Frente@gastech.com.kronos,"Vira.Frente@gastech.com.kronos, Axel.Calzas@gastech.com.kronos",2014-01-13 19:09:00,RE: 2497-00 Initial flow rates,Vira Frente,"['Vira Frente', 'Axel Calzas']",2
657,Loreto.Bodrogi@gastech.com.kronos,"Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Minke.Mies@gastech.com.kronos",2014-01-13 19:28:00,RE: FW: ARISE - Inspiration for Defenders of Kronos,Loreto Bodrogi,"['Inga Ferro', 'Loreto Bodrogi', 'Isia Vann', 'Hennie Osvaldo', 'Minke Mies']",5
658,Mat.Bramar@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",2014-01-13 19:30:00,RE: Too funy - you have to see this...,Mat Bramar,"['Mat Bramar', 'Anda Ribera', 'Rachel Pantanal', 'Linda Lagos', 'Ruscella Mies Haber', 'Carla Forluniau', 'Cornelia Lais']",7
659,Inga.Ferro@gastech.com.kronos,"Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Minke.Mies@gastech.com.kronos",2014-01-13 19:31:00,RE: FW: ARISE - Inspiration for Defenders of Kronos,Inga Ferro,"['Inga Ferro', 'Loreto Bodrogi', 'Isia Vann', 'Hennie Osvaldo', 'Minke Mies']",5
660,Lucas.Alcazar@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos",2014-01-13 19:46:00,RE: Hackathon Friday night - my place,Lucas Alcazar,"['Sven Flecha', 'Lucas Alcazar', 'Isak Baza']",3
661,Isia.Vann@gastech.com.kronos,"Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Minke.Mies@gastech.com.kronos",2014-01-13 20:05:00,RE: FW: ARISE - Inspiration for Defenders of Kronos,Isia Vann,"['Inga Ferro', 'Loreto Bodrogi', 'Isia Vann', 'Hennie Osvaldo', 'Minke Mies']",5
662,Isak.Baza@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos",2014-01-13 20:06:00,RE: Hackathon Friday night - my place,Isak Baza,"['Sven Flecha', 'Lucas Alcazar', 'Isak Baza']",3
663,Sven.Flecha@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos",2014-01-13 20:09:00,RE: Hackathon Friday night - my place,Sven Flecha,"['Sven Flecha', 'Lucas Alcazar', 'Isak Baza']",3
664,Benito.Hawelon@gastech.com.kronos,"Henk.Mies@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Irene.Nant@gastech.com.kronos",2014-01-13 20:14:00,RE: Funny!!,Benito Hawelon,"['Henk Mies', 'Benito Hawelon', 'Cecilia Morluniau', 'Claudio Hawelon', 'Valeria Morlun', 'Albina Hafon', 'Irene Nant']",7
665,Lucas.Alcazar@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos",2014-01-13 20:16:00,RE: Hackathon Friday night - my place,Lucas Alcazar,"['Sven Flecha', 'Lucas Alcazar', 'Isak Baza']",3
666,Sven.Flecha@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos",2014-01-13 20:20:00,RE: Hackathon Friday night - my place,Sven Flecha,"['Sven Flecha', 'Lucas Alcazar', 'Isak Baza']",3
667,Varja.Lagos@gastech.com.kronos,"Minke.Mies@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Varja.Lagos@gastech.com.kronos",2014-01-13 20:42:00,RE: Notification of outside visit,Varja Lagos,"['Minke Mies', 'Isia Vann', 'Hideki Cocinaro', 'Felix Resumir', 'Loreto Bodrogi', 'Kanon Herrero', 'Stenig Fusil', 'Varja Lagos']",8
668,Isak.Baza@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos",2014-01-13 21:15:00,RE: Hackathon Friday night - my place,Isak Baza,"['Sven Flecha', 'Lucas Alcazar', 'Isak Baza']",3
669,Inga.Ferro@gastech.com.kronos,"Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Minke.Mies@gastech.com.kronos",2014-01-13 21:33:00,RE: FW: ARISE - Inspiration for Defenders of Kronos,Inga Ferro,"['Inga Ferro', 'Loreto Bodrogi', 'Isia Vann', 'Hennie Osvaldo', 'Minke Mies']",5
670,Loreto.Bodrogi@gastech.com.kronos,"Hideki.Cocinaro@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Isia.Vann@gastech.com.kronos",2014-01-14 08:18:00,Security procedures for January 20 VIP visit,Loreto Bodrogi,"['Hideki Cocinaro', 'Varja Lagos', 'Isia Vann']",3
671,Isia.Vann@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,2014-01-14 09:31:00,Did you like the flowers?,Isia Vann,['Rachel Pantanal'],1
672,Nils.Calixto@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",2014-01-14 09:50:00,Action: Review network logs,Nils Calixto,"['Lucas Alcazar', 'Isak Baza', 'Nils Calixto', 'Sven Flecha']",4
673,Mat.Bramar@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",2014-01-14 10:06:00,Mandatory training,Mat Bramar,"['Rachel Pantanal', 'Lars Azada', 'Felix Balas', 'Isande Borrasca', 'Axel Calzas', 'Gustav Cazar', 'Lidelse Dedos', 'Birgitta Frente', 'Vira Frente', 'Adra Nubarron', 'Marin Onda', 'Kare Orilla', 'Elsa Orilla', 'Brand Tempestad', 'Ingrid Barranco', 'Ada Campo-Corrente', 'Sten Sanjorge Jr.', 'Orhan Strum', 'Willem Vasco-Pais', 'Bertrand Ovan', 'Albina Hafon', 'Benito Hawelon', 'Claudio Hawelon', 'Henk Mies', 'Valeria Morlun', 'Adan Morlun', 'Cecilia Morluniau', 'Irene Nant', 'Dylan Scozzese', 'Lucas Alcazar', 'Isak Baza', 'Linnea Bergen', 'Nils Calixto', 'Sven Flecha', 'Hideki Cocinaro', 'Inga Ferro', 'Loreto Bodrogi', 'Isia Vann', 'Stenig Fusil', 'Hennie Osvaldo', 'Kanon Herrero', 'Varja Lagos', 'Minke Mies', 'Felix Resumir', 'Edvard Vann', 'Emile Arpa', 'Varro Awelon', 'Mat Bramar', 'Dante Coginian', 'Carla Forluniau', 'Linda Lagos', 'Cornelia Lais', 'Ruscella Mies Haber', 'Anda Ribera']",54
674,Lucas.Alcazar@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Isak.Baza@gastech.com.kronos",2014-01-14 10:17:00,Patch status,Lucas Alcazar,"['Sven Flecha', 'Isak Baza']",2
675,Varja.Lagos@gastech.com.kronos,"Hideki.Cocinaro@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Isia.Vann@gastech.com.kronos",2014-01-14 10:24:00,RE: Security procedures for January 20 VIP visit,Varja Lagos,"['Hideki Cocinaro', 'Varja Lagos', 'Isia Vann']",3
676,Lucas.Alcazar@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",2014-01-14 10:49:00,Seeing strange network activity,Lucas Alcazar,"['Lucas Alcazar', 'Isak Baza', 'Nils Calixto', 'Sven Flecha']",4
677,Sven.Flecha@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Isak.Baza@gastech.com.kronos",2014-01-14 11:11:00,RE: Patch status,Sven Flecha,"['Sven Flecha', 'Isak Baza']",2
678,Varja.Lagos@gastech.com.kronos,"Hideki.Cocinaro@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Isia.Vann@gastech.com.kronos",2014-01-14 11:18:00,RE: Security procedures for January 20 VIP visit,Varja Lagos,"['Hideki Cocinaro', 'Varja Lagos', 'Isia Vann']",3
679,Lars.Azada@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,2014-01-14 11:19:00,Whos tracking the office pool,Lars Azada,['Anda Ribera'],1
680,Isak.Baza@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",2014-01-14 11:19:00,RE: Action: Review network logs,Isak Baza,"['Lucas Alcazar', 'Isak Baza', 'Nils Calixto', 'Sven Flecha']",4
681,Nils.Calixto@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",2014-01-14 11:21:00,RE: Seeing strange network activity,Nils Calixto,"['Lucas Alcazar', 'Isak Baza', 'Nils Calixto', 'Sven Flecha']",4
682,Isak.Baza@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",2014-01-14 11:25:00,RE: Seeing strange network activity,Isak Baza,"['Lucas Alcazar', 'Isak Baza', 'Nils Calixto', 'Sven Flecha']",4
683,Hideki.Cocinaro@gastech.com.kronos,"Hideki.Cocinaro@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Isia.Vann@gastech.com.kronos",2014-01-14 11:26:00,RE: Security procedures for January 20 VIP visit,Hideki Cocinaro,"['Hideki Cocinaro', 'Varja Lagos', 'Isia Vann']",3
684,Isak.Baza@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Isak.Baza@gastech.com.kronos",2014-01-14 11:27:00,RE: Patch status,Isak Baza,"['Sven Flecha', 'Isak Baza']",2
685,Sven.Flecha@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",2014-01-14 11:31:00,RE: Action: Review network logs,Sven Flecha,"['Lucas Alcazar', 'Isak Baza', 'Nils Calixto', 'Sven Flecha']",4
686,Isak.Baza@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Isak.Baza@gastech.com.kronos",2014-01-14 11:32:00,RE: Patch status,Isak Baza,"['Sven Flecha', 'Isak Baza']",2
687,Isak.Baza@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",2014-01-14 11:34:00,RE: Action: Review network logs,Isak Baza,"['Lucas Alcazar', 'Isak Baza', 'Nils Calixto', 'Sven Flecha']",4
688,Nils.Calixto@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",2014-01-14 11:36:00,RE: Action: Review network logs,Nils Calixto,"['Lucas Alcazar', 'Isak Baza', 'Nils Calixto', 'Sven Flecha']",4
689,Isak.Baza@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",2014-01-14 11:43:00,Take a look at this,Isak Baza,"['Lucas Alcazar', 'Isak Baza', 'Nils Calixto', 'Sven Flecha']",4
690,Ruscella.Mies.Haber@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",2014-01-14 12:04:00,Daily morning announcements,Ruscella Mies Haber,"['Rachel Pantanal', 'Lars Azada', 'Felix Balas', 'Isande Borrasca', 'Axel Calzas', 'Gustav Cazar', 'Lidelse Dedos', 'Birgitta Frente', 'Vira Frente', 'Adra Nubarron', 'Marin Onda', 'Kare Orilla', 'Elsa Orilla', 'Brand Tempestad', 'Ingrid Barranco', 'Ada Campo-Corrente', 'Sten Sanjorge Jr.', 'Orhan Strum', 'Willem Vasco-Pais', 'Bertrand Ovan', 'Albina Hafon', 'Benito Hawelon', 'Claudio Hawelon', 'Henk Mies', 'Valeria Morlun', 'Adan Morlun', 'Cecilia Morluniau', 'Irene Nant', 'Dylan Scozzese', 'Lucas Alcazar', 'Isak Baza', 'Linnea Bergen', 'Nils Calixto', 'Sven Flecha', 'Hideki Cocinaro', 'Inga Ferro', 'Loreto Bodrogi', 'Isia Vann', 'Stenig Fusil', 'Hennie Osvaldo', 'Kanon Herrero', 'Varja Lagos', 'Minke Mies', 'Felix Resumir', 'Edvard Vann', 'Emile Arpa', 'Varro Awelon', 'Mat Bramar', 'Dante Coginian', 'Carla Forluniau', 'Linda Lagos', 'Cornelia Lais', 'Ruscella Mies Haber', 'Anda Ribera']",54
